This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP"
"202250","DOWAGIAC 1 W",-86.1317,41.9844,226,"COOP"
"202308","DUNDEE",-83.6489,41.9553,201,"COOP"
"202328","DURAND WWTP",-83.9894,42.9269,235,"COOP"
"202423","EAST TAWAS",-83.5033,44.2842,179,"COOP"
"202427","EASTPOINTE",-82.9439,42.4589,183,"COOP"
"202503","ELLSWORTH 2E",-85.1992,45.1806,214,"COOP"
"202598","ENGADINE MDO",-85.5694,46.1278,209,"COOP"
"202691","FARMINGTON",-83.3625,42.4669,219,"COOP"
"202804","FILION 5NNW",-83.0831,43.9158,194,"COOP"
"202851","FLINT 7 W",-83.7694,43.0378,207,"COOP"
"202955","FRANKENMUTH",-83.7161,43.3194,194,"COOP"
"203025","FREMONT 4 WS",-86.0231,43.4456,244,"COOP"
"203096","GAYLORD",-84.6647,45.0297,411,"COOP"
"203099","GAYLORD 9 SS",-84.7192,44.9075,447,"COOP"
"203188","GLENNIE 2SE",-83.7022,44.5358,272,"COOP"
"203278","GOODRICH",-83.5097,42.9164,175,"COOP"
"203295","GRAND HAVEN",-86.2047,43.0608,184,"COOP"
"203391","GRAYLING",-84.6994,44.6542,346,"COOP"
"203421","GREENLAND 6N",-89.1006,46.8733,241,"COOP"
"203477","GROSSE POINT",-82.8892,42.4078,175,"COOP"
"203585","HARBOR BEACH",-82.6428,43.8322,181,"COOP"
"203628","HARRISVILLE",-83.2808,44.6819,178,"COOP"
"203632","HART",-86.3744,43.6886,213,"COOP"
"203661","HASTINGS",-85.2833,42.6500,250,"COOP"
"203712","HELL",-83.9853,42.4344,268,"COOP"
"203744","HERMAN",-88.3500,46.6667,530,"COOP"
"203769","HESPERIA 4 W",-86.1056,43.5908,238,"COOP"
"203823","HILLSDALE",-84.6411,41.9353,329,"COOP"
"203858","HOLLAND",-86.1167,42.7833,186,"COOP"
"203930","HOUGHTON LAK",-84.7747,44.3122,354,"COOP"
"203932","HOUGHTON LAK",-84.8922,44.3119,346,"COOP"
"203947","HOWELL WWTP",-83.9322,42.5936,280,"COOP"
"204078","IONIA 2 SSW",-85.0778,42.9531,245,"COOP"
"204090","IRON MTN-KIN",-88.0842,45.7858,326,"COOP"
"204104","IRONWOOD",-90.1833,46.4667,436,"COOP"
"204130","ISHPEMING WW",-87.6894,46.4911,440,"COOP"
"204161","JACOBSVILLE",-88.4317,47.0083,198,"COOP"
"204257","KALKASKA",-85.1728,44.7281,315,"COOP"
"204258","KALKASKA 11S",-85.0486,44.5897,330,"COOP"
"204320","KENT CITY 2",-85.7717,43.1994,256,"COOP"
"204502","LAKE CITY EX",-85.2050,44.3089,375,"COOP"
"204655","LAPEER WWTP",-83.3075,43.0608,250,"COOP"
"204659","LAPEER 2 W",-83.3606,43.0581,255,"COOP"
"204668","LAURIUM",-88.4417,47.2375,368,"COOP"
"204793","LINDEN WWTP",-83.8036,42.8136,263,"COOP"
"204808","LEXINGTON WA",-82.5328,43.2631,190,"COOP"
"204967","LUPTON 1 S",-84.0233,44.4200,256,"COOP"
"205050","MANCHESTER",-84.0236,42.1508,294,"COOP"
"205073","MANISTIQUE",-86.2511,45.9511,176,"COOP"
"205168","MARLETTE",-83.0736,43.3283,258,"COOP"
"205390","MERRILL 1 N",-84.3300,43.4278,204,"COOP"
"205451","MILAN WWTP",-83.6775,42.0814,207,"COOP"
"205533","MIO WWTP",-84.1156,44.6464,316,"COOP"
"205563","MONROE WWTP",-83.3697,41.9025,175,"COOP"
"205591","MORAN",-84.8361,45.9903,212,"COOP"
"205603","MORENCI",-84.2147,41.7217,235,"COOP"
"205662","MT PLEASANT",-84.7697,43.5858,243,"COOP"
"205690","MUNISING",-86.6628,46.4122,207,"COOP"
"205810","NEWBERRY 1N",-85.5089,46.3722,219,"COOP"
"205822","NEWPORT 4SSE",-83.2800,41.9497,176,"COOP"
"206007","NORTHPORT 2",-85.6472,45.1319,227,"COOP"
"206012","NW MICHIGAN",-85.6753,44.8831,250,"COOP"
"206158","OLD MISSION",-85.5161,44.9217,200,"COOP"
"206300","OWOSSO WWTP",-84.1800,43.0161,223,"COOP"
"206442","PELLSTON AIR",-84.7861,45.5719,218,"COOP"
"206507","PETOSKEY",-84.9764,45.3728,183,"COOP"
"206510","PETOSKEY NCM",-84.9511,45.3614,228,"COOP"
"206587","PINCONNING W",-83.9561,43.8567,179,"COOP"
"206662","PORT AUSTIN",-82.9703,44.0469,184,"COOP"
"206663","PORT HOPE",-82.7142,43.9483,183,"COOP"
"206982","RICHMOND 4 N",-82.7958,42.8783,233,"COOP"
"207096","ROGERS CITY",-83.8139,45.4133,194,"COOP"
"207222","SAGINAW #3",-83.9556,43.4122,183,"COOP"
"207275","ST IGNACE MD",-84.7042,45.8517,185,"COOP"
"207308","SALINE",-83.7819,42.1611,229,"COOP"
"207312","SALINE 4 SW",-83.8200,42.1236,256,"COOP"
"207320","SAMARIA",-83.5831,41.8069,199,"COOP"
"207350","SANDUSKY",-82.8192,43.4194,236,"COOP"
"207364","SAULT STE MA",-84.4025,46.4867,192,"COOP"
"207580","SKANEE 3SW",-88.2508,46.8444,190,"COOP"
"207812","STAMBAUGH 2",-88.6278,46.0556,442,"COOP"
"207820","STANDISH 5 S",-84.0378,43.9472,197,"COOP"
"208043","TAHQUAMENON",-85.2242,46.6011,227,"COOP"
"208080","TECUMSEH",-83.9336,42.0028,238,"COOP"
"208184","THREE RIVERS",-85.6336,41.9422,247,"COOP"
"208202","TIPTON 2 WNW",-84.1108,42.0283,296,"COOP"
"208249","TRAVERSE CIT",-85.6444,44.7606,194,"COOP"
"208345","TWIN LAKES",-88.8611,46.8833,368,"COOP"
"208417","VANDERBILT 1",-84.4397,45.1703,276,"COOP"
"208443","VASSAR",-83.5828,43.3656,192,"COOP"
"208680","WATERSMEET 5",-89.2844,46.2889,495,"COOP"
"208706","WATTON",-88.6667,46.5103,435,"COOP"
"208800","WEST BRANCH",-84.2011,44.2542,270,"COOP"
"208890","WHITE CLOUD",-85.6986,43.5189,268,"COOP"
"208972","WHITMORE LAK",-83.7831,42.4356,276,"COOP"
"209188","YALE 1 NNW",-82.8028,43.1439,250,"COOP"
"210018","ADA",-96.5153,47.2936,277,"COOP"
"210059","AITKIN 2 E",-93.7031,46.5339,370,"COOP"
"210075","ALBERT LEA 3",-93.3019,43.6064,375,"COOP"
"210157","AMBOY",-94.1664,43.8836,314,"COOP"
"210190","ANDOVER 1N",-93.2928,45.2533,274,"COOP"
"210252","ARGYLE 4 E",-96.7336,48.3331,265,"COOP"
"210355","AUSTIN 3 S",-92.9903,43.6233,370,"COOP"
"210387","BABBITT",-91.9442,47.7103,455,"COOP"
"210564","BEAVER BAY 5",-91.3672,47.2003,192,"COOP"
"210667","BENSON",-95.6167,45.3167,317,"COOP"
"210809","BLACKDUCK",-94.5169,47.6722,427,"COOP"
"210855","BLUE EARTH D",-94.0969,43.6369,331,"COOP"
"210939","BRAINERD",-94.2000,46.3667,360,"COOP"
"210973","BRECKENRIDGE",-96.5914,46.2681,293,"COOP"
"211063","BROWNS VALLE",-96.8278,45.5939,302,"COOP"
"211065","BROWNTON WWT",-94.3400,44.7344,317,"COOP"
"211074","BRUNO 7 ENE",-92.5406,46.3014,378,"COOP"
"211107","BUFFALO",-93.8800,45.1783,300,"COOP"
"211174","BYRON 3 N",-92.6558,44.0722,326,"COOP"
"211198","CALEDONIA",-91.5028,43.6308,355,"COOP"
"211227","CAMBRIDGE ME",-93.2422,45.5678,293,"COOP"
"211250","CAMP NORRIS",-95.1817,48.6100,390,"COOP"
"211263","CANBY",-96.2764,44.7089,379,"COOP"
"211278","CANNON FALLS",-92.9133,44.4828,288,"COOP"
"211374","CASS LAKE",-94.6147,47.3847,414,"COOP"
"211468","CHASKA 2NW",-93.6311,44.8131,281,"COOP"
"211771","COOK",-92.6925,47.8506,401,"COOP"
"211891","CROOKSTON NW",-96.6028,47.8014,271,"COOP"
"212023","DASSEL",-94.3075,45.0825,332,"COOP"
"212088","DELANO",-93.7947,45.0475,283,"COOP"
"212142","DETROIT LAKE",-95.8542,46.8333,419,"COOP"
"212146","DETROIT LAKE",-95.6056,46.8572,468,"COOP"
"212500","ELK RIVER",-93.5833,45.3000,277,"COOP"
"212555","ELY 25 E",-91.4556,47.9753,425,"COOP"
"212576","EMBARRASS",-92.1958,47.6581,427,"COOP"
"212645","EVELETH WAST",-92.5303,47.4581,440,"COOP"
"212698","FAIRMONT",-94.4656,43.6447,362,"COOP"
"212842","FLOODWOOD 3",-92.8700,46.9728,384,"COOP"
"212881","FOREST LAKE",-92.9217,45.3428,276,"COOP"
"213076","GAYLORD",-94.2206,44.5564,310,"COOP"
"213290","GRAND MEADOW",-92.5644,43.7047,411,"COOP"
"213296","GRAND PORTAG",-89.6908,47.9711,223,"COOP"
"213411","GULL LAKE DA",-94.3608,46.4119,363,"COOP"
"213417","GUNFLINT LAK",-90.8772,48.1603,443,"COOP"
"213567","HASTINGS DAM",-92.8667,44.7667,212,"COOP"
"213678","HENDERSON 3W",-93.9700,44.5356,297,"COOP"
"213793","HINCKLEY",-92.8758,45.9894,315,"COOP"
"213965","HUTCHINSON 1",-94.3872,44.8883,320,"COOP"
"214077","ISABELLA 14W",-91.6514,47.5933,530,"COOP"
"214093","ISLAND LAKE",-92.0700,47.0239,430,"COOP"
"214103","ISLE 12 N",-93.5303,46.3092,392,"COOP"
"214106","ITASCA UNIV",-95.1928,47.2258,454,"COOP"
"214176","JORDAN 1 S",-93.6167,44.6500,283,"COOP"
"214191","KABETOGAMA",-93.0294,48.4453,349,"COOP"
"214233","KELLIHER",-94.4553,47.9422,411,"COOP"
"214306","KETTLE FALLS",-92.6444,48.5011,342,"COOP"
"214373","KIMBALL 3N",-94.3056,45.3531,349,"COOP"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP"
"214546","LAMBERTON SW",-95.3153,44.2394,349,"COOP"
"214652","LEECH LAKE D",-94.2228,47.2467,397,"COOP"
"214778","LITCHFIELD",-94.5375,45.1369,345,"COOP"
"214809","LITTLEFORK 1",-93.7214,48.3681,351,"COOP"
"214861","LONG PRAIRIE",-94.8731,45.9800,393,"COOP"
"214884","LOWER ST ANT",-93.1833,44.9833,290,"COOP"
"214994","MADISON SEWA",-96.1750,45.0069,329,"COOP"
"215012","MAHNOMEN 1 W",-95.9833,47.3167,367,"COOP"
"215204","MARSHALL",-95.7908,44.4706,351,"COOP"
"215325","MELROSE",-94.8022,45.6775,366,"COOP"
"215392","MILACA",-93.6333,45.7667,336,"COOP"
"215563","MONTEVIDEO 1",-95.7536,44.9364,300,"COOP"
"215586","MOORHEAD",-96.7481,46.8878,271,"COOP"
"215615","MORA",-93.3000,45.8833,306,"COOP"
"215638","MORRIS WC EX",-95.8747,45.5903,347,"COOP"
"215902","NEW YORK MIL",-95.3794,46.5106,427,"COOP"
"215989","NORTHOME 3S",-94.2556,47.8358,431,"COOP"
"216152","OLIVIA 3E",-94.9297,44.7628,335,"COOP"
"216211","ORR 3E",-92.7636,48.0508,401,"COOP"
"216276","OTTERTAIL",-95.5464,46.4314,416,"COOP"
"216287","OWATONNA",-93.2333,44.1000,351,"COOP"
"216547","PINE RIVER D",-94.1089,46.6694,381,"COOP"
"216565","PIPESTONE",-96.3258,44.0139,520,"COOP"
"216612","POKEGAMA DAM",-93.5861,47.2508,390,"COOP"
"216654","PRESTON",-92.0747,43.6725,283,"COOP"
"216787","RED LAKE FAL",-96.2806,47.8825,307,"COOP"
"216822","RED WING DAM",-92.6100,44.6103,206,"COOP"
"216839","REDWOOD FALL",-95.0942,44.5825,255,"COOP"
"216920","RICE",-94.2078,45.7578,332,"COOP"
"217107","ROSEMOUNT AG",-93.0975,44.7178,290,"COOP"
"217149","ROTHSAY",-96.2869,46.4808,377,"COOP"
"217184","RUSHFORD",-91.7500,43.8053,235,"COOP"
"217326","ST JAMES FIL",-94.6122,43.9908,319,"COOP"
"217379","ST PAUL 3SW",-93.1539,44.9311,286,"COOP"
"217405","ST PETER 2 S",-93.9903,44.3061,259,"COOP"
"217602","SHERBURN 3 W",-94.7744,43.6303,402,"COOP"
"217907","SPRINGFIELD",-94.9864,44.2469,325,"COOP"
"217935","SPRING PARK",-93.6275,44.9347,310,"COOP"
"218039","STILLWATER 2",-92.8522,45.0453,274,"COOP"
"218191","TAMARAC WILD",-95.6631,46.9631,452,"COOP"
"218227","THEILMAN 1 S",-92.1942,44.2814,244,"COOP"
"218307","TOWER DNR",-92.2786,47.8075,436,"COOP"
"218311","TOWER 3 S",-92.2858,47.7553,445,"COOP"
"218323","TRACY",-95.6308,44.2394,428,"COOP"
"218450","UNIV OF MINN",-93.1833,44.9833,296,"COOP"
"218579","WADENA 3 S",-95.1497,46.4011,423,"COOP"
"218621","WALKER RANGE",-94.5722,47.0994,415,"COOP"
"218692","WASECA EXP S",-93.5328,44.0725,351,"COOP"
"218700","WASKISH 4NE",-94.3939,48.2064,366,"COOP"
"218808","WELLS",-93.7333,43.7333,365,"COOP"
"218907","WHEATON",-96.4953,45.8050,310,"COOP"
"218947","WHITE ROCK D",-96.5650,45.8619,312,"COOP"
"218986","WILD RIVER S",-92.7489,45.5231,287,"COOP"
"219001","WILLMAR 2N",-95.0422,45.1550,352,"COOP"
"219033","WINDOM",-95.1194,43.8736,419,"COOP"
"219046","WINNEBAGO",-94.1883,43.7689,338,"COOP"
"219072","WINONA DAM 5",-91.6703,44.0875,202,"COOP"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP"
"219170","WORTHINGTON",-95.5803,43.6450,479,"COOP"
"219173","WRIGHT 4 NW",-93.0700,46.7181,395,"COOP"
"219249","ZUMBROTA",-92.6667,44.3000,300,"COOP"
"220021","ABERDEEN",-88.5214,33.8300,60,"COOP"
"220488","BATESVILLE 2",-89.9806,34.3061,67,"COOP"
"220585","BEAUMONT EXP",-88.9167,31.2333,58,"COOP"
"220660","BELZONI",-90.4919,33.1772,35,"COOP"
"220955","BOONEVILLE",-88.5700,34.6686,149,"COOP"
"221094","BROOKHAVEN C",-90.4578,31.5444,133,"COOP"
"221314","CALHOUN CITY",-89.3158,33.8586,78,"COOP"
"221389","CANTON 4N",-90.0361,32.6714,76,"COOP"
"221489","CARTHAGE",-89.5389,32.7506,113,"COOP"
"221707","CLARKSDALE",-90.5572,34.1864,53,"COOP"
"221738","CLEVELAND",-90.7389,33.7367,40,"COOP"
"221852","COLLINS",-89.5572,31.6419,88,"COOP"
"221865","COLUMBIA",-89.8361,31.2503,46,"COOP"
"221962","CORINTH 7 SW",-88.6178,34.8792,141,"COOP"
"222094","CRYSTAL SPRI",-90.3667,31.9667,148,"COOP"
"222282","DE KALB 2",-88.6494,32.7622,121,"COOP"
"222385","D LO 2 SW",-89.9331,31.9544,102,"COOP"
"222896","EUPORA 2 E",-89.2356,33.5625,134,"COOP"
"223208","FULTON 3 W",-88.4569,34.2614,107,"COOP"
"223605","GREENVILLE",-91.0600,33.3592,38,"COOP"
"223645","GRENADA 5 NN",-89.7842,33.8803,85,"COOP"
"223887","HATTIESBURG",-89.3392,31.2547,117,"COOP"
"223975","HERNANDO",-89.9853,34.8161,116,"COOP"
"224001","HICKORY FLAT",-89.1825,34.6261,122,"COOP"
"224173","HOLLY SPRING",-89.4347,34.8219,147,"COOP"
"224377","INDEPENDENCE",-89.8214,34.6989,105,"COOP"
"224455","IUKA 5S",-88.1886,34.7308,143,"COOP"
"224776","KOSCIUSKO",-89.5797,33.0583,125,"COOP"
"224869","LAMBERT 1 W",-90.3058,34.2017,47,"COOP"
"224939","LAUREL",-89.1231,31.6756,69,"COOP"
"225247","LOUISVILLE",-89.0711,33.1353,177,"COOP"
"225361","MACON 3 N",-88.5586,33.1544,76,"COOP"
"225704","MEADVILLE",-90.8850,31.4664,105,"COOP"
"225987","MONTICELLO",-90.1261,31.6056,62,"COOP"
"226009","MOORHEAD",-90.5094,33.4519,36,"COOP"
"226177","NATCHEZ",-91.3406,31.5894,59,"COOP"
"226308","NEWTON EXP S",-89.0811,32.3378,106,"COOP"
"226527","OLIVE BRANCH",-89.8472,34.9356,88,"COOP"
"226638","P HARRISON A",-88.7097,32.0339,66,"COOP"
"226718","PASCAGOULA 3",-88.4781,30.3964,3,"COOP"
"226894","PHILADELPHIA",-89.1300,32.7692,126,"COOP"
"226921","PICAYUNE",-89.7083,30.5217,18,"COOP"
"227111","PONTOTOC EXP",-88.9983,34.1381,123,"COOP"
"227128","POPLARVILLE",-89.5453,30.8408,95,"COOP"
"227132","PORT GIBSON",-90.9719,31.9850,37,"COOP"
"227276","RALEIGH 6 N",-89.5539,32.1419,131,"COOP"
"227560","ROLLING FORK",-90.8853,32.8978,32,"COOP"
"227815","SARDIS DAM",-89.7903,34.3961,70,"COOP"
"227921","SENATOBIA",-89.9592,34.6314,73,"COOP"
"228374","STATE UNIVER",-88.7822,33.4692,56,"COOP"
"228445","STONEVILLE E",-90.9108,33.4311,39,"COOP"
"228998","TUNICA 2 N",-90.3683,34.7281,57,"COOP"
"229004","TUPELO 2",-88.7658,34.2650,107,"COOP"
"229079","UNIVERSITY",-89.5358,34.3803,116,"COOP"
"229173","VERONA EXPER",-88.7167,34.2000,99,"COOP"
"229230","VICKSBURG CI",-90.8750,32.3850,24,"COOP"
"229400","WATER VALLEY",-89.6311,34.1583,94,"COOP"
"229426","WAVELAND",-89.3831,30.2947,2,"COOP"
"229439","WAYNESBORO 2",-88.6708,31.6775,61,"COOP"
"229639","WIGGINS",-89.1333,30.8667,75,"COOP"
"229743","WINONA 5 E",-89.6353,33.4881,119,"COOP"
"229793","WOODVILLE 4",-91.2328,31.0928,122,"COOP"
"229860","YAZOO CITY 5",-90.3817,32.9028,33,"COOP"
"230051","ALBANY",-94.3308,40.2486,267,"COOP"
"230143","AMITY 4 NE",-94.3600,39.8914,274,"COOP"
"230163","ANDERSON 3W",-94.4853,36.6450,338,"COOP"
"230204","APPLETON CIT",-94.0281,38.1869,260,"COOP"
"230304","ASH GROVE",-93.5853,37.3131,305,"COOP"
"230360","AVA 6W",-92.7558,37.0089,382,"COOP"
"230368","AVA 12 SW",-92.8514,36.8753,344,"COOP"
"230608","BETHANY",-94.0269,40.2575,289,"COOP"
"230789","BOLIVAR 1 NE",-93.3911,37.6167,315,"COOP"
"230824","BOONVILLE 4S",-92.8103,38.9392,214,"COOP"
"230856","BOWLING GREE",-91.2594,39.3839,241,"COOP"
"230887","BRANSON AP",-93.1969,36.5258,397,"COOP"
"230980","BROOKFIELD",-93.0594,39.7650,234,"COOP"
"231037","BRUNSWICK",-93.1303,39.4242,198,"COOP"
"231087","BUFFALO 2 N",-93.1067,37.6667,331,"COOP"
"231145","BUTLER 4W",-94.4050,38.2611,241,"COOP"
"231189","CALIFORNIA",-92.5731,38.6286,265,"COOP"
"231275","CANTON L AND",-91.5158,40.1433,149,"COOP"
"231340","CARROLLTON",-93.4886,39.3594,215,"COOP"
"231356","CARTHAGE 5 S",-94.3092,37.0967,320,"COOP"
"231364","CARUTHERSVIL",-89.6642,36.1686,82,"COOP"
"231383","CASSVILLE RA",-93.8578,36.6728,408,"COOP"
"231580","CHILLICOTHE",-93.5592,39.7850,212,"COOP"
"231600","CLARENCE CAN",-91.6450,39.5253,214,"COOP"
"231640","CLARKSVILLE",-90.9053,39.3731,140,"COOP"
"231674","CLEARWATER D",-90.7756,37.1319,201,"COOP"
"231711","CLINTON",-93.7711,38.3950,235,"COOP"
"231748","COLE CAMP 3N",-93.2556,38.4844,307,"COOP"
"231822","CONCEPTION",-94.6833,40.2394,338,"COOP"
"231924","COSBY 2 W",-94.7078,39.8536,277,"COOP"
"232240","DIAMOND 2 W",-94.3519,36.9858,326,"COOP"
"232289","DONIPHAN",-90.8125,36.6206,101,"COOP"
"232302","DORA",-92.2328,36.7797,302,"COOP"
"232318","DOWNING",-92.3636,40.4822,265,"COOP"
"232503","ELDON",-92.5808,38.3486,283,"COOP"
"232511","ELDORADO SPR",-94.0156,37.8639,280,"COOP"
"232568","ELM",-94.0353,38.8681,259,"COOP"
"232619","EMINENCE 1 N",-91.3589,37.1561,195,"COOP"
"232850","FESTUS",-90.3981,38.2306,183,"COOP"
"232981","FORT LEONARD",-92.1000,37.7500,335,"COOP"
"233038","FREDERICKTOW",-90.3086,37.5739,219,"COOP"
"233043","FREEDOM",-91.6900,38.4647,227,"COOP"
"233079","FULTON",-91.9300,38.8581,265,"COOP"
"233094","GALENA",-93.4661,36.8042,319,"COOP"
"233102","GALLATIN 4W",-93.9633,39.9108,282,"COOP"
"233162","GENTRYVILLE",-92.3606,36.8658,335,"COOP"
"233375","GRANT CITY 5",-94.4978,40.4639,332,"COOP"
"233416","GREEN CITY",-92.9492,40.3503,277,"COOP"
"233568","HAMILTON 2 W",-94.0347,39.7425,274,"COOP"
"233601","HANNIBAL WAT",-91.3719,39.7233,217,"COOP"
"233838","HIGGINSVILLE",-93.7075,39.0733,255,"COOP"
"234019","HOUSTON 1 NE",-91.9483,37.3411,394,"COOP"
"234154","INDEPENDENCE",-94.3861,39.0647,300,"COOP"
"234192","ISABELLA",-92.6114,36.5847,290,"COOP"
"234226","JACKSON",-89.6678,37.3781,134,"COOP"
"234271","JEFFERSON CI",-92.1833,38.5833,204,"COOP"
"234382","KEARNEY 2 W",-94.4081,39.3428,250,"COOP"
"234417","KENNETT RADI",-90.0750,36.2253,82,"COOP"
"234544","KIRKSVILLE",-92.5747,40.2058,296,"COOP"
"234705","LAMAR",-94.2697,37.4994,299,"COOP"
"234825","LEBANON 2 W",-92.6936,37.6850,367,"COOP"
"234850","LEES SUMMIT",-94.3358,38.8803,305,"COOP"
"234911","LEXINGTON 2S",-93.8906,39.1569,264,"COOP"
"234919","LICKING 4 N",-91.8831,37.5544,360,"COOP"
"234982","LINNEUS 3 SE",-93.1486,39.8581,253,"COOP"
"235027","LOCKWOOD",-93.9489,37.3908,326,"COOP"
"235050","LONG BRANCH",-92.5064,39.7506,250,"COOP"
"235207","MALDEN MUNIC",-89.9894,36.5994,88,"COOP"
"235227","MANSFIELD",-92.5789,37.1089,463,"COOP"
"235307","MARSHFIELD",-92.9097,37.3381,454,"COOP"
"235340","MARYVILLE 2",-94.8342,40.3458,300,"COOP"
"235492","MEMPHIS",-92.1667,40.4608,235,"COOP"
"235541","MEXICO",-91.8861,39.1756,244,"COOP"
"235671","MOBERLY",-92.4369,39.4194,262,"COOP"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP"
"235708","MONROE CITY",-91.7333,39.6500,219,"COOP"
"235834","MOUNTAIN GRO",-92.2636,37.1528,442,"COOP"
"235862","MT VERNON M",-93.8789,37.0733,363,"COOP"
"235976","NEOSHO",-94.3600,36.8639,308,"COOP"
"235987","NEVADA WATER",-94.3733,37.8394,250,"COOP"
"236012","NEW FRANKLIN",-92.7558,39.0172,195,"COOP"
"236045","NEW MADRID",-89.5325,36.5869,92,"COOP"
"236357","OREGON",-95.1464,39.9808,319,"COOP"
"236460","OZARK BEACH",-93.1261,36.6597,213,"COOP"
"236641","PERRYVILLE W",-89.9200,37.7342,153,"COOP"
"236745","PLEASANT HIL",-94.2647,38.8100,305,"COOP"
"236777","POMME DE TER",-93.3169,37.9050,274,"COOP"
"236791","POPLAR BLUFF",-90.4056,36.7578,113,"COOP"
"236804","PORTAGEVILLE",-89.6997,36.4136,85,"COOP"
"236826","POTOSI 5 SW",-90.8600,37.8908,314,"COOP"
"236866","PRINCETON",-93.5839,40.3986,299,"COOP"
"237116","RICHMOND 3 S",-93.9700,39.2422,213,"COOP"
"237263","ROLLA UNI OF",-91.7758,37.9572,356,"COOP"
"237300","ROSEBUD",-91.3756,38.4506,213,"COOP"
"237309","ROUND SPRING",-91.4278,37.2597,249,"COOP"
"237397","ST CHARLES E",-90.5169,38.8147,142,"COOP"
"237398","ST CHARLES 7",-90.5231,38.6856,137,"COOP"
"237452","ST LOUIS SCI",-90.2706,38.6314,150,"COOP"
"237475","ST PETERS 2",-90.6106,38.7556,169,"COOP"
"237514","SALISBURY",-92.8106,39.4247,223,"COOP"
"237578","SAVERTON LOC",-91.2494,39.6361,144,"COOP"
"237632","SEDALIA WATE",-93.2228,38.6753,238,"COOP"
"237656","SENECA 1 W",-94.6214,36.8333,263,"COOP"
"237720","SHELBINA",-92.0456,39.6989,226,"COOP"
"237772","SIKESTON POW",-89.6231,36.8775,94,"COOP"
"237862","SMITHVILLE L",-94.5553,39.3903,276,"COOP"
"237963","SPICKARD 7 W",-93.7158,40.2472,267,"COOP"
"238082","STOCKTON DAM",-93.7714,37.6964,282,"COOP"
"238184","SUMMERSVILLE",-91.6533,37.1778,360,"COOP"
"238223","SWEET SPRING",-93.4167,38.9631,204,"COOP"
"238292","TARKIO #2",-95.3867,40.4372,298,"COOP"
"238444","TRENTON",-93.6086,40.0825,255,"COOP"
"238466","TRUMAN DAM &",-93.3989,38.2581,193,"COOP"
"238523","UNIONVILLE",-93.0031,40.4750,323,"COOP"
"238526","UNITY VILLAG",-94.3558,38.9389,287,"COOP"
"238577","VANDALIA",-91.4833,39.3167,233,"COOP"
"238583","VANZANT 5E",-92.2058,36.9858,342,"COOP"
"238603","VERSAILLES 2",-92.8519,38.4400,300,"COOP"
"238664","WACO 4 N",-94.6042,37.2900,274,"COOP"
"238700","WAPPAPELLO D",-90.2836,36.9231,125,"COOP"
"238712","WARRENSBURG",-93.8008,38.7842,243,"COOP"
"238725","WARRENTON 1",-91.1386,38.8350,252,"COOP"
"238740","WASHBURN 5 W",-94.0539,36.5750,427,"COOP"
"238746","WASHINGTON",-90.9719,38.5425,149,"COOP"
"238754","WASOLA",-92.5711,36.7922,393,"COOP"
"238805","WELDON SPRIN",-90.6828,38.6989,178,"COOP"
"238880","WEST PLAINS",-91.8347,36.7425,308,"COOP"
"239034","WINDSOR #2",-93.5314,38.5331,267,"COOP"
"239056","WINONA FORES",-91.3333,37.0000,303,"COOP"
"239178","ZALMA 4 E",-90.0106,37.1564,128,"COOP"
"240075","ALBERTON",-114.4781,47.0036,933,"COOP"
"240375","AUSTIN 1 W",-112.2586,46.6389,1460,"COOP"
"240554","BAYLOR",-106.4811,48.6719,902,"COOP"
"241102","BRIDGER 2 N",-108.9092,45.3261,1092,"COOP"
"241692","CHESTER",-110.9661,48.5075,955,"COOP"
"241722","CHINOOK",-109.2256,48.5883,738,"COOP"
"241730","CHINOOK 35 S",-109.0044,48.1731,1024,"COOP"
"241738","CHOTEAU 8NE",-112.0222,47.8642,1140,"COOP"
"241905","COLSTRIP",-106.6336,45.8944,981,"COOP"
"242104","CRESTON",-114.1342,48.1889,896,"COOP"
"242275","DEER LODGE 3",-112.7975,46.3911,1478,"COOP"
"242347","DENTON",-109.9372,47.3181,1100,"COOP"
"242421","DIVIDE",-112.7547,45.7511,1631,"COOP"
"242550","DUNKIRK 19 N",-111.4747,48.7167,1013,"COOP"
"242629","EAST GLACIER",-113.2239,48.4469,1465,"COOP"
"242738","ELLISTON",-112.4342,46.5631,1548,"COOP"
"242857","FAIRFIELD",-111.9856,47.6153,1214,"COOP"
"243437","GEORGETOWN L",-113.2631,46.1922,1954,"COOP"
"243489","GIBSON DAM",-112.7536,47.6017,1399,"COOP"
"243885","HAMILTON",-114.1611,46.2383,1110,"COOP"
"243929","HARLEM 4 W",-108.8589,48.5517,720,"COOP"
"243934","HARLEM 20 S",-108.6775,48.2383,821,"COOP"
"243947","HARLOWTON 11",-109.9475,46.5775,1403,"COOP"
"243984","HAUGAN 1 W",-115.4225,47.3889,963,"COOP"
